link,title,date,newspaper
/news/news_read.naver?article_id=0000235564&office_id=629&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"CJ CGV, 4년 만에 흑자전환…실적 개선 지속 전망",20230830,뉴스1
/news/news_read.naver?article_id=0004231796&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"STM 그룹, 소규모·중소기업 M&A 중개전문 (주)정진아시아M&A센터 설립",20230830,머니투데이
/news/news_read.naver?article_id=0007017538&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"미래에셋 美월배당 ETF, 개인 순매수 500억원 돌파",20230830,뉴스1
/news/news_read.naver?article_id=0005306803&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"삼성증권, 업계 최초 유튜브 구독자수 140만명 돌파",20230830,이데일리
/news/news_read.naver?article_id=0004931555&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,'ACE 미국30년국채액티브(H)' ETF…채권형 중 개인 순매수 1위,20230830,이데일리
/news/news_read.naver?article_id=0000769124&office_id=031&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"하인크코리아, 다각적 투자 전개·사업 구조 개편",20230830,머니투데이
/news/news_read.naver?article_id=0005562382&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,키움증권 “내년 국채 발행 감소… 10년·3년물 금리차 축소 전망”,20230830,더팩트
/news/news_read.naver?article_id=0002744164&office_id=119&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"한투운용, 美30년국채액티브 ETF 채권형 개인 순매수 1위",20230830,서울경제
/news/news_read.naver?article_id=0002190123&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"“코로나 발생지는 미국”…메타, 中 배후 계정 8000여개 삭제",20230830,뉴스1
/news/news_read.naver?article_id=0004231802&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,[코스닥(개장)] 8.84포인트(0.96%) 오른 925.08 출발,20230830,아시아경제
/news/news_read.naver?article_id=0004231799&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,[코스피(개장)] 23.26포인트(0.91%) 오른 2575.42 출발,20230830,머니투데이
/news/news_read.naver?article_id=0005306810&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"코스닥, 8.84p 오른 925.08 출발(0.96% ↑)",20230830,아이뉴스24
/news/news_read.naver?article_id=0005306809&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,"코스피, 23.26p 오른 2575.42 출발(0.91% ↑)",20230830,이데일리
/news/news_read.naver?article_id=0004931561&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,[스팟]코스닥 8.84포인트(0.96%) 오른 925.08 출발,20230830,데일리안
/news/news_read.naver?article_id=0004931559&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=33,[스팟]코스피 23.26포인트(0.91%) 오른 2575.42 출발,20230830,헤럴드경제
/news/news_read.naver?article_id=0002190122&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,‘컨슈머·헬스케어·B2B·플랫폼’ 투자 적중…계획대로 결실 [PEF 릴레이 분석-UCK파트너스],20230830,머니투데이
/news/news_read.naver?article_id=0002822154&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,자금세탁 의심 여전...금융사 `의심거래 보고` 증가,20230830,헤럴드경제
/news/news_read.naver?article_id=0004931551&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"애플, 9월12일 신제품 행사…아이폰15 공개할 듯",20230830,디지털타임스
/news/news_read.naver?article_id=0005064267&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"'카자흐 G4시티' 카스피안그룹, 韓지사장에 김현수 前그렉터 부사장 영입",20230830,머니투데이
/news/news_read.naver?article_id=0005179328&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"돈 싸들고 가도 살게없더니…축포 쏜 보안업계, 하반기도 흥행 예고?",20230830,파이낸셜뉴스
/news/news_read.naver?article_id=0005064266&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"CJ CGV, 4년 만에 흑자전환 성공... 이익 회복 본격화-대신",20230830,매일경제
/news/news_read.naver?article_id=0000927889&office_id=366&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"대신證 “CJ CGV, 4년 만에 흑자 전환…2019년 수준 기대”",20230830,파이낸셜뉴스
/news/news_read.naver?article_id=0007017522&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"현대차證 ""기업은행 배당수익률 9.2% 달해""…목표가 8.3% 상향",20230830,조선비즈
/news/news_read.naver?article_id=0002822153&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,미래에셋 `TIGER 미국배당다우존스 ETF` 개인 순매수 500억원 돌파,20230830,뉴스1
/news/news_read.naver?article_id=0000975110&office_id=468&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"[SS 엔터주] CJ CGV, 4년 만에 흑자전환 “9000억원 자본확충”",20230830,디지털타임스
/news/news_read.naver?article_id=0002190119&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"다양성이 곧 독창성, '수요자 중심 사고' 딜 발굴 원천 [PEF 릴레이 분석-UCK파트너스]",20230830,스포츠서울
/news/news_read.naver?article_id=0004931547&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"삼성전기, 3Q 아쉽지만 내년엔 수익 개선…'매수' 의견-대신",20230830,헤럴드경제
/news/news_read.naver?article_id=0004931546&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,'TIGER 미국배당다우존스 ETF'에 개인 자금 500억 몰렸다,20230830,머니투데이
/news/news_read.naver?article_id=0002190118&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,딜소싱·엑시트 全분야 독보적 능력…IRR 40% 성과 [PEF 릴레이 분석-UCK파트너스],20230830,머니투데이
/news/news_read.naver?article_id=0004931543&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"""HMM, 매각이 관건... 인수금액·주체가 주가 방향성 결정"" -흥국",20230830,머니투데이
/news/news_read.naver?article_id=0004885467&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"나라셀라, 올 상반기 영업익 15억…""직판구조 확대로 실적회복 기대""",20230830,헤럴드경제
/news/news_read.naver?article_id=0004885466&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"""콘텐트리중앙, 할리우드 파업 지속돼 실적 악영향…목표가↓""-NH",20230830,머니투데이
/news/news_read.naver?article_id=0004231789&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,[데이터로 보는 증시]해외 주요 증시 동향(8월 29일),20230830,한국경제
/news/news_read.naver?article_id=0004931552&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"예스티, HBM 필수 장비 양산 준비 '글로벌 반도체 기업 수주 적극 대응'",20230830,한국경제
/news/news_read.naver?article_id=0004931545&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=34,"포스코퓨처엠, 3분기 실적 개선 전망…목표가 ↑-DB",20230830,서울경제
/news/news_read.naver?article_id=0004931541&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"""2차전지·맥신·로봇 모멘텀 모두 보유…아이텍, 주목해야""-밸류파인더",20230830,머니투데이
/news/news_read.naver?article_id=0004231788&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"""삼성전자, 3분기 영업이익 2.1조 예상…하향 조정""",20230830,서울경제
/news/news_read.naver?article_id=0014159642&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"교보증권 ""9월 증시 횡보 국면 진입…코스피 2,450∼2,700 예상""",20230830,연합뉴스
/news/news_read.naver?article_id=0002190112&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,현물 ETF 상장 ‘뒤집힌 판결’…비트코인 4만달러 도전하나[윤호의 크립토뷰],20230830,헤럴드경제
/news/news_read.naver?article_id=0005179322&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"“포스코퓨처엠, 내년부터 가파른 실적 개선 전망”…목표가↑",20230830,매일경제
/news/news_read.naver?article_id=0007017499&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"흥국證 ""HMM 목표주가 23.8% 하향…매각 따라 향방 갈릴 것""",20230830,뉴스1
/news/news_read.naver?article_id=0005064257&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"[fn마켓워치]SK텔레콤 스핀오프 '사피온', 600억 유치..5000억 기업가치",20230830,파이낸셜뉴스
/news/news_read.naver?article_id=0005064256&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"월배당과 최저보수 한번에 잡은 ETF, 개미들 '러브콜'",20230830,파이낸셜뉴스
/news/news_read.naver?article_id=0005562374&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"에스아이지, ‘아이플라이텍 AI 개발자 경연대회’ 3등 입상",20230830,이데일리
/news/news_read.naver?article_id=0002190105&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"HMM 인수전, 동원·LX·하림 '3사' 본격 경쟁 예고 [투자360]",20230830,헤럴드경제
/news/news_read.naver?article_id=0005562371&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"영림원소프트랩, 푸르고바이오로직스서 ERP 구축 프로젝트 수주",20230830,아이뉴스24
/news/news_read.naver?article_id=0005562370&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,미국 국채금리 하락… 韓 국회 예결위서 '긴축재정' 공방전[채권브리핑],20230830,이데일리
/news/news_read.naver?article_id=0005306783&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"[굿모닝 증시]""악재가 오히려 호재""…코스피 상승 출발 전망",20230830,이데일리
/news/news_read.naver?article_id=0012058097&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"에스아이지, '아이플라이텍 AI 개발자 경연대회' 3등",20230830,아시아경제
/news/news_read.naver?article_id=0005562364&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"하인크코리아, 사업 구조 개편…""신성장 동력 강화""",20230830,뉴시스
/news/news_read.naver?article_id=0004885463&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"""포스코퓨처엠, 내년 가파른 실적 개선 전망…목표가 41만→57만""-DB",20230830,이데일리
/news/news_read.naver?article_id=0004231785&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"""포스코퓨처엠, 내년부터 가파른 실적 성장 전망…목표가 57만원""",20230830,한국경제
/news/news_read.naver?article_id=0002822152&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"현대차증권 ""기업은행, 9%대 배당수익률 기대…목표가↑""",20230830,서울경제
/news/news_read.naver?article_id=0002190101&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"美 꺾인금리, 소비·고용 둔화 …국내증시도 탄력받나 [투자360]",20230830,디지털타임스
/news/news_read.naver?article_id=0000769114&office_id=031&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=35,"TYM, 미국 중소형 트랙터 수요 둔화 지속…목표가↓-신한",20230830,헤럴드경제
/news/news_read.naver?article_id=0000769112&office_id=031&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"유한양행, 레이저티닙 모멘텀 발생 중-신한",20230830,아이뉴스24
/news/news_read.naver?article_id=0001122103&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"""삼성전자 3분기 영업익 2조1천억원""",20230830,한국경제TV
/news/news_read.naver?article_id=0005562361&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"NDF, 1317.3원/1317.7원…2.35원 하락",20230830,이데일리
/news/news_read.naver?article_id=0012058095&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"NH證 ""한화생명, 4분기 주주환원 불확실성 해소 전망…매수""",20230830,뉴시스
/news/news_read.naver?article_id=0004885461&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,AI 필터링 2번 거친 종목…한경유레카가 알려준다 [인터뷰+],20230830,한국경제
/news/news_read.naver?article_id=0000769110&office_id=031&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"LG이노텍, 4Q 분기 사상 최대 실적 전망-메리츠",20230830,아이뉴스24
/news/news_read.naver?article_id=0000927884&office_id=366&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"NH證 “한화생명, 10% 이상 배당 수익률 기대… 목표 주가 상향”",20230830,조선비즈
/news/news_read.naver?article_id=0005306778&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,외부 조달 늘리는 한온시스템…경영권 매각에 변수 되나,20230830,아시아경제
/news/news_read.naver?article_id=0014159626&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"""중고생 절반은 인터넷은행·청소년 특화 앱에서 첫 금융거래""",20230830,연합뉴스
/news/news_read.naver?article_id=0014159625&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"DB금투, 포스코퓨처엠 목표가↑…""원재료 수직계열화 프리미엄""",20230830,아시아경제
/news/news_read.naver?article_id=0005306774&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"대신증권 ""라임펀드 특혜 환매 없었다…檢 조사도 마쳐"" 반박",20230830,연합뉴스
/news/news_read.naver?article_id=0014159623&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"흥국증권, HMM 목표가 하향…""주식전환 부담에 주당 가치 희석""",20230830,아시아경제
/news/news_read.naver?article_id=0014159619&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"NH투자, 콘텐트리중앙 목표가↓…""할리우드 파업 영향""",20230830,연합뉴스
/news/news_read.naver?article_id=0005562358&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"네오리진, 루나·여신전쟁 IP 기반 생태계 구축",20230830,연합뉴스
/news/news_read.naver?article_id=0005562357&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"포스코퓨처엠, 단결정 양극재 양산 통해 실적 개선…목표가↑-DB",20230830,머니투데이
/news/news_read.naver?article_id=0000769108&office_id=031&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"기업은행, 배당 매력 부각될 하반기-현대차",20230830,이데일리
/news/news_read.naver?article_id=0012058076&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"대신證 ""CJ CGV, 4년 만에 흑전 성공…실적 개선 본격화""",20230830,이데일리
/news/news_read.naver?article_id=0004885459&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"""HMM, 주당 가치 희석에 목표가↓…향후 주가 매각에 달려""-흥국",20230830,아이뉴스24
/news/news_read.naver?article_id=0005306776&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"[클릭 e종목]“대동, 북미 빅3 올라…유럽 공략 본격화”",20230830,뉴시스
/news/news_read.naver?article_id=0004931531&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=36,"SK텔레콤, 연말로 갈수록 매수세 강해질 전망-하나",20230830,한국경제
/news/news_read.naver?article_id=0005562356&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,美 8월 고용둔화 기대감…환율 1310원대로 하락 시도[외환브리핑],20230830,이데일리
/news/news_read.naver?article_id=0005562355&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"기업은행, 9%대 배당수익률 기대…목표가↑-현대차",20230830,이데일리
/news/news_read.naver?article_id=0001122098&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"Growth Rally? 美 7대 新위기 징후 해소 3분기 성장률, 난공불락 6% 허들 넘나? [한상춘의 지금세계는]",20230830,한국경제TV
/news/news_read.naver?article_id=0005562354&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"""외국인, 이익 개선 업종 순매수 지속…반·차 주목""",20230830,이데일리
/news/news_read.naver?article_id=0004885455&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"대어급 IPO 온다…에코프로머티리얼즈, 상장심사 속도",20230830,한국경제
/news/news_read.naver?article_id=0005562352&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,뉴욕 3대 증시 상승…미 10년물 국채금리 '뚝'[뉴스새벽배송],20230830,이데일리
/news/news_read.naver?article_id=0004931528&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,테슬라 7.7% 급등 왜?…세계 3위급 슈퍼컴퓨터 출시설,20230830,머니투데이
/news/news_read.naver?article_id=0005179319&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,테슬라 7%·엔비디아 4%↑...나스닥 3일 연속 상승[월가월부],20230830,매일경제
/news/news_read.naver?article_id=0000769106&office_id=031&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"한화생명, 고배당 예상…투자의견·목표가↑-NH",20230830,아이뉴스24
/news/news_read.naver?article_id=0005179318&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"“콘텐트리중앙, 할리우드 파업 지속에 매출 추정치 하향”…목표가↓",20230830,매일경제
/news/news_read.naver?article_id=0004885454&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"""한화오션, 증자 발표에도 주가 급등한 이유…중장기 투자 긍정적""-신한",20230830,한국경제
/news/news_read.naver?article_id=0004885453&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,대기업 총수 '자녀들' 주식자산 비중 늘었다…경영승계 가속화,20230830,한국경제
/news/news_read.naver?article_id=0000769105&office_id=031&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"콘텐트리중앙, 마진 개선 흐름 보이지만…목표가↓-NH",20230830,아이뉴스24
/news/news_read.naver?article_id=0005562348&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"""9월 주식시장 계절성 부진…금리 변동성 피할 업종은""",20230830,이데일리
/news/news_read.naver?article_id=0004885451&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"""현대차 주식, 이제 좀 빛보나 싶었는데…"" 속타는 개미들",20230830,한국경제
/news/news_read.naver?article_id=0014159590&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"하이투자 ""삼성전자 3분기 영업이익 2조1천억원 전망""",20230830,연합뉴스
/news/news_read.naver?article_id=0005562347&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"""파월 발언 후 안도하는 증시…달러 강세 압력은 주의""",20230830,이데일리
/news/news_read.naver?article_id=0002190079&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,이젠 ‘에코프로 4형제’?…에코프로머티리얼즈 연내상장 보인다 [투자360],20230830,헤럴드경제
/news/news_read.naver?article_id=0005562345&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,"""증권업, 변동성 장세에도 브로커리지 이자손익 개선 긍정적""",20230830,이데일리
/news/news_read.naver?article_id=0004931526&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=37,한화생명 주주환원 강화…예상 배당수익률 12.9%-NH투자증권,20230830,머니투데이
/news/news_read.naver?article_id=0004931525&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"""극장서 임영웅 콘서트 본다""…CJ CGV, 오리지널 콘텐츠 차별화-대신",20230830,머니투데이
/news/news_read.naver?article_id=0005562344&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"콘텐트리중앙, 마진 개선 및 한한령 완화 수혜 가능성…목표가↓-NH",20230830,이데일리
/news/news_read.naver?article_id=0002190074&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"“안 오르는 너 vs 들고 있는 나, 누가 더 독하나”…‘사상 최고’ 엔비디아, 삼성전자 깊은 잠 깨울까 [투자360]",20230830,헤럴드경제
/news/news_read.naver?article_id=0000019100&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"LG유플러스, 소상공인 매출 확 늘려준 비결",20230830,비즈워치
/news/news_read.naver?article_id=0002190073&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,“실적 부진에 기대 신작도 없네”…올해 주가 성적 ‘꼴찌’ 게임株 목표가도 줄하향 [투자360],20230830,헤럴드경제
/news/news_read.naver?article_id=0002190070&office_id=016&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,“역시 대장은 대장이네”…비트코인 오르니 다른 코인들도 일제히 ‘빨간불’ [투자360],20230830,아시아경제
/news/news_read.naver?article_id=0005562341&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"한화생명, 높은 신계약 성장·고배당 기대…‘매수’ 상향-NH",20230830,헤럴드경제
/news/news_read.naver?article_id=0002822149&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,슈퍼컴에 테슬라·엔비디아 초강세...나스닥 1.7% 상승,20230830,이데일리
/news/news_read.naver?article_id=0005562340&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"""9월 코스피 좁은 박스권 전망…2500 밑돌면 사라""",20230830,아시아경제
/news/news_read.naver?article_id=0005562339&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"대동, 북미시장 빅3 우뚝…유럽 공략 본격화-KB",20230830,디지털타임스
/news/news_read.naver?article_id=0004885449&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"""LG이노텍, 아이폰 15 모멘텀 지연됐을 뿐 사라지지 않아""-메리츠",20230830,이데일리
/news/news_read.naver?article_id=0005562338&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"삼성전기, 3Q 영업익 주춤…아이폰 생산 지연·中 스마트폰 수요 약화 탓-대신",20230830,이데일리
/news/news_read.naver?article_id=0005306729&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"서유석 금투협회장 ""펀드환매 권유‥판매사의 정상적 역할""",20230830,한국경제
/news/news_read.naver?article_id=0005562337&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"""中 부동산, 한국 수출에도 부담으로 작용""",20230830,아시아경제
/news/news_read.naver?article_id=0004931520&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"엔비디아, 구글 클라우드와 제휴…주가 4% 오르며 사상 최고 마감",20230830,이데일리
/news/news_read.naver?article_id=0005306728&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,포스코DX 이어 엘앤에프까지 코스닥 탈출…이전이 이전 부추겨,20230830,아시아경제
/news/news_read.naver?article_id=0005306749&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"[클릭 e종목]현대지에프홀딩스, 지주사 가치+주주환원 '매력'",20230830,이데일리
/news/news_read.naver?article_id=0005306738&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,[클릭 e종목],20230830,머니투데이
/news/news_read.naver?article_id=0005306735&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,"[클릭e종목]""LG이노텍, 4분기 이익모멘텀 점진적 부각""",20230830,디지털타임스
/news/news_read.naver?article_id=0002822148&office_id=029&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=38,[코스피·코스닥 전 거래일(29일) 주요공시],20230830,아시아경제
/news/news_read.naver?article_id=0000945290&office_id=417&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=39,'라임·옵티머스펀드 사태' 증권사 CEO 중징계 받나,20230830,머니S
/news/news_read.naver?article_id=0007017412&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=39,"엔비디아 주가 사상최고 경신, 시총  1.2조 달러 돌파(종합)",20230830,뉴스1
/news/news_read.naver?article_id=0005562336&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=39,"LG이노텍, 4Q 사상 최대 실적…아이폰15 모멘텀 기대-메리츠",20230830,이데일리
/news/news_read.naver?article_id=0004885446&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=39,"""집이 너무 작아요"" 코스닥 떠나는 엘앤에프·포스코DX…다음은 설마?",20230830,머니투데이
/news/news_read.naver?article_id=0000235556&office_id=629&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=39,"뉴욕증시, 연준 '긴축종료' 기대감에 상승…애플 2.18%·테슬라 7.69%↑",20230830,한국경제
/news/news_read.naver?article_id=0004885444&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230830&page=39,"""CJ CGV, 4년 만 흑자전환…올해 영업익 840억 전망""-대신",20230830,더팩트
